"PointID","x","y","Density_0","Density_1","Density_2","Momentum_x","Momentum_y","Energy","Energy_ve"
41, 1.942189275889239e-02, 5.096351206851268e-03, 1.633314632815395e+00, 1.234242795578518e-02, 1.644962669634416e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.149322262225948e+05, 3.798639690446100e-04
42, 1.966637596372610e-02, 5.055604006045650e-03, 1.627935575753361e+00, 1.230178016942218e-02, 1.639556286847531e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.146271312004266e+05, 3.786129497569782e-04
43, 1.991085916856049e-02, 5.014856805239919e-03, 1.622064576267481e+00, 1.225741493401245e-02, 1.633727275398263e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.142093391273837e+05, 3.772475235483772e-04
44, 2.015534237339511e-02, 4.974109604434149e-03, 1.616519195902213e+00, 1.221551029649134e-02, 1.628327688644333e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.138992237579277e+05, 3.759578318286684e-04
45, 2.039982557822801e-02, 4.933362403628666e-03, 1.609772007537844e+00, 1.216452398643300e-02, 1.621614163087468e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.130015110641020e+05, 3.743886361970332e-04
46, 2.064430878306061e-02, 4.892615202823232e-03, 1.605167095206675e+00, 1.212972616025319e-02, 1.616737107453372e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.130664205577728e+05, 3.733176480987616e-04
47, 2.088879198789375e-02, 4.851868002017709e-03, 1.602189594058172e+00, 1.210722615157444e-02, 1.613691348287463e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.128610823196352e+05, 3.726251531683138e-04
48, 2.113327519272839e-02, 4.811120801211936e-03, 1.599777203722258e+00, 1.208899650168091e-02, 1.611231631398244e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.127737435551425e+05, 3.720641087344203e-04
49, 2.137775839756296e-02, 4.770373600406174e-03, 1.597252498270305e+00, 1.206991812295083e-02, 1.608718087243614e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.125219168770151e+05, 3.714769371186367e-04
50, 2.162224160239769e-02, 4.729626399600385e-03, 1.594927804474535e+00, 1.205235116731527e-02, 1.606377783145240e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.123618453992449e+05, 3.709362526068047e-04
51, 2.186672480723380e-02, 4.688879198794366e-03, 1.593338320289333e+00, 1.204033995181010e-02, 1.604728575192100e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.123734127445990e+05, 3.705665964684874e-04
52, 2.211120801206962e-02, 4.648131997988397e-03, 1.591305560151841e+00, 1.202497904397017e-02, 1.602661794100362e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.122699878800240e+05, 3.700938363064929e-04
53, 2.235569121690425e-02, 4.607384797182625e-03, 1.589350908276915e+00, 1.201020837489013e-02, 1.600696019768617e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.120906609064766e+05, 3.696392394062810e-04
54, 2.260017442173944e-02, 4.566637596376761e-03, 1.587889261540816e+00, 1.199916318544861e-02, 1.599227469422451e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.120006465042673e+05, 3.692992873003218e-04
55, 2.284465762657457e-02, 4.525890395570904e-03, 1.586944613773791e+00, 1.199202478922431e-02, 1.598281640581108e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.119755047265647e+05, 3.690795933933067e-04
56, 2.308914083140960e-02, 4.485143194765067e-03, 1.585481446020616e+00, 1.198096810595095e-02, 1.596822643596954e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.118762947620270e+05, 3.687392991027874e-04
57, 2.333362403624428e-02, 4.444395993959288e-03, 1.584815856639345e+00, 1.197593846327128e-02, 1.596179120395732e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.118436746842822e+05, 3.685845020491079e-04
58, 2.357810724107878e-02, 4.403648793153537e-03, 1.584158315589564e+00, 1.197096963921750e-02, 1.595543530876846e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.117870210051181e+05, 3.684315778903343e-04
59, 2.382259044591349e-02, 4.362901592347752e-03, 1.583401582852914e+00, 1.196525125581713e-02, 1.594805305322094e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.117303862368686e+05, 3.682555837562762e-04
60, 2.406707365074951e-02, 4.322154391541749e-03, 1.582803606359809e+00, 1.196073254176352e-02, 1.594201034577642e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.116892001153117e+05, 3.681165107666981e-04
61, 2.431155685558557e-02, 4.281407190735741e-03, 1.582251278471021e+00, 1.195655877937982e-02, 1.593611091699780e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.116586918122573e+05, 3.679880545086923e-04
62, 2.455604006042025e-02, 4.240659989929960e-03, 1.581678480244748e+00, 1.195223032930731e-02, 1.592987763462627e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.116342837874189e+05, 3.678548319808884e-04
63, 2.480052326525437e-02, 4.199912789124272e-03, 1.581055754289274e+00, 1.194752459160855e-02, 1.592328989069548e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.115985675548886e+05, 3.677100029857151e-04
64, 2.504500647008910e-02, 4.159165588318484e-03, 1.580503946141194e+00, 1.194335475673645e-02, 1.591750218912444e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.115665826092569e+05, 3.675816591653230e-04
65, 2.528948967492510e-02, 4.118418387512483e-03, 1.579927591128882e+00, 1.193899942918756e-02, 1.591161010029846e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.115253846015708e+05, 3.674476211258516e-04
66, 2.553397287976115e-02, 4.077671186706475e-03, 1.578884274372737e+00, 1.193111542347366e-02, 1.590112938868698e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.114466717212388e+05, 3.672049725395926e-04
67, 2.577845608459589e-02, 4.036923985900685e-03, 1.578440527251963e+00, 1.192776217067184e-02, 1.589674925622315e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.114109969001945e+05, 3.671017683178746e-04
68, 2.602293928943023e-02, 3.996176785094962e-03, 1.578018273937545e+00, 1.192457133958050e-02, 1.589262319271474e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.113661389514353e+05, 3.670035588605655e-04
69, 2.626742249426491e-02, 3.955429584289183e-03, 1.577464685059758e+00, 1.192038804831263e-02, 1.588715094297027e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.113081290925926e+05, 3.668748054821021e-04
70, 2.651190569910060e-02, 3.914682383483235e-03, 1.576266944380495e+00, 1.191133711118972e-02, 1.587516580449335e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.112150407484918e+05, 3.665962269782197e-04
71, 2.675638890393671e-02, 3.873935182677216e-03, 1.575087545035559e+00, 1.190242477357052e-02, 1.586342743469852e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.111301863115474e+05, 3.663219269555150e-04
72, 2.700087210877158e-02, 3.833187981871405e-03, 1.574262427728042e+00, 1.189618963018882e-02, 1.585526213698577e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.110655068942932e+05, 3.661300244799714e-04
73, 2.724535531360625e-02, 3.792440781065626e-03, 1.573465939211633e+00, 1.189017082527892e-02, 1.584725005573878e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.110044681891174e+05, 3.659447853640882e-04
74, 2.748983851844089e-02, 3.751693580259853e-03, 1.572471970628449e+00, 1.188265972767303e-02, 1.583709435533337e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.109423646986655e+05, 3.657136118492234e-04
75, 2.773432172327564e-02, 3.710946379454061e-03, 1.571178676173433e+00, 1.187288672171582e-02, 1.582385007588396e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.108626666744869e+05, 3.654128326159200e-04
76, 2.797880492811055e-02, 3.670199178648242e-03, 1.569899583898266e+00, 1.186322103701683e-02, 1.581076829379529e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.107850078999360e+05, 3.651153606807933e-04
77, 2.822328813294617e-02, 3.629451977842306e-03, 1.568573709160460e+00, 1.185320183244906e-02, 1.579732647390543e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.106960835945600e+05, 3.648070112805410e-04
78, 2.846777133778085e-02, 3.588704777036526e-03, 1.566399537379656e+00, 1.183677232277040e-02, 1.577574032730398e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.105253745217338e+05, 3.643013301469268e-04
79, 2.871229899926069e-02, 3.547950166789886e-03, 1.562590374726476e+00, 1.180798771833822e-02, 1.573835554918029e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.102404806970925e+05, 3.634154551176191e-04
80, 2.938333979933390e-02, 3.524731599957025e-03, 1.552824335193586e+00, 1.173418893093596e-02, 1.564008042289425e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.091222905044093e+05, 3.611442129698409e-04
81, 2.977818360006263e-02, 3.550205393552428e-03, 1.552337914380914e+00, 1.173051320691078e-02, 1.563496994328475e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.093664583156405e+05, 3.610310677144497e-04
82, 3.008472355953306e-02, 3.569982165131165e-03, 1.551264576460810e+00, 1.172240234101591e-02, 1.562397900782892e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.093819213211015e+05, 3.607814325113984e-04
83, 3.033472039049028e-02, 3.586110992934857e-03, 1.550279349125358e+00, 1.171495729817877e-02, 1.561393243944000e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.093233476940554e+05, 3.605522931942527e-04
84, 3.058338887892026e-02, 3.602154121220662e-03, 1.549407734049932e+00, 1.170837078627380e-02, 1.560503498153852e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.092832797994663e+05, 3.603495632756281e-04
85, 3.083205736735024e-02, 3.618197249506466e-03, 1.548595004495955e+00, 1.170222925312033e-02, 1.559670882701392e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.092412122268106e+05, 3.601605494347584e-04
86, 3.108072585578021e-02, 3.634240377792271e-03, 1.547485942676399e+00, 1.169384843332526e-02, 1.558543060949185e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.091678567026964e+05, 3.599026102106301e-04
87, 3.135518303494283e-02, 3.651947292576957e-03, 1.546771818403498e+00, 1.168845202824041e-02, 1.557824625412629e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.091031648217444e+05, 3.597365217064277e-04
88, 3.166986328998877e-02, 3.672249244515404e-03, 1.546680853988027e+00, 1.168776463971045e-02, 1.557740659262664e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.090736952654097e+05, 3.597153626787511e-04
89, 3.192350897593998e-02, 3.688613482318708e-03, 1.546902515778598e+00, 1.168943966583564e-02, 1.557970141723262e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.090806925494514e+05, 3.597669564929140e-04
90, 3.217217746436996e-02, 3.704656610604513e-03, 1.547109398153953e+00, 1.169100300872244e-02, 1.558192330353054e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.091425435800433e+05, 3.598151777588067e-04
91, 3.242084595279993e-02, 3.720699738890318e-03, 1.546142730496925e+00, 1.168369821534446e-02, 1.557214092224980e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.090860182118245e+05, 3.595899935676242e-04
92, 3.266951444122991e-02, 3.736742867176123e-03, 1.544857211236327e+00, 1.167398396400496e-02, 1.555908024746668e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.089854690088782e+05, 3.592938877062408e-04
93, 3.293378727651299e-02, 3.753792727516967e-03, 1.544155445326559e+00, 1.166868094705453e-02, 1.555211214468716e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.089295966661207e+05, 3.591368300288877e-04
94, 3.325255094925906e-02, 3.774358125758649e-03, 1.544134657338388e+00, 1.166852385898272e-02, 1.555198162042695e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.088977826607696e+05, 3.591089772589997e-04
95, 3.351229756143908e-02, 3.791115971705747e-03, 1.543803947186199e+00, 1.166602478982264e-02, 1.554850132529874e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.088542626594847e+05, 3.592213377971804e-04
96, 3.376096604986906e-02, 3.807159099991552e-03, 1.543268773785407e+00, 1.166198065833061e-02, 1.554277293811504e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.088356472600148e+05, 3.586298882934520e-04
97, 3.400963453829905e-02, 3.823202228277358e-03, 1.540541368759388e+00, 1.164137054478392e-02, 1.551420466189829e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.086574130622133e+05, 3.572016307890512e-04
98, 3.425830302672904e-02, 3.839245356563163e-03, 1.531574683933419e+00, 1.157361222116234e-02, 1.542089896927091e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.081115588657224e+05, 3.557578584531547e-04
99, 3.451504837384321e-02, 3.855809572506013e-03, 1.501536372181583e+00, 1.134662245981477e-02, 1.511063266468348e-12, 0.000000000000000e+00, 0.000000000000000e+00, -1.047195903156229e+05, 4.165874360917386e-04
100, 3.483265703251182e-02, 3.876300453710440e-03, 1.437392783953066e+00, 1.086191020619549e-02, 1.449067777068412e-12, 0.000000000000000e+00, 0.000000000000000e+00, -9.888742606188903e+04, 5.026518030624733e-04
101, 3.510108614685477e-02, 3.893618461087405e-03, 1.253455916951568e+00, 9.471959070161344e-03, 1.265579232625210e-12, 0.000000000000000e+00, 0.000000000000000e+00, -6.148131597245541e+04, 6.147334338402644e-04
102, 3.534975463528379e-02, 3.909661589373148e-03, 1.125383232474575e+00, 8.504155409125587e-03, 1.136690263994355e-12, 0.000000000000000e+00, 0.000000000000000e+00, -4.439134703883108e+04, 9.146116537610233e-04
103, 3.559842312371272e-02, 3.925704717658886e-03, 1.027326188032853e+00, 7.763170186644830e-03, 1.037082406601130e-12, 0.000000000000000e+00, 0.000000000000000e+00, -2.933088026092007e+04, 1.668138918817930e-03
104, 3.584709161214272e-02, 3.941747845944691e-03, 9.619501609426364e-01, 7.269144793017799e-03, 9.697279819638078e-13, 0.000000000000000e+00, 0.000000000000000e+00, -2.046547305515149e+04, 3.142177785498530e-03
105, 3.609883312075142e-02, 3.957989233596865e-03, 9.093050155270864e-01, 6.871322535468745e-03, 9.172695618714889e-13, 0.000000000000000e+00, 0.000000000000000e+00, -1.219860279310328e+04, 6.090719879584839e-03
106, 3.641004525913807e-02, 3.978067436073423e-03, 8.797845239812427e-01, 6.648245773155681e-03, 8.890149276815272e-13, 0.000000000000000e+00, 0.000000000000000e+00, -8.271161918876116e+03, 1.073295339908876e-02
107, 3.668987473246774e-02, 3.996120950481789e-03, 8.664948740632437e-01, 6.547820207025467e-03, 8.750743206061028e-13, 0.000000000000000e+00, 0.000000000000000e+00, -7.786423422261847e+03, 1.789638483551655e-02
108, 3.693854322089651e-02, 4.012164078767516e-03, 8.476711155755922e-01, 6.405575180671365e-03, 8.553711603849095e-13, 0.000000000000000e+00, 0.000000000000000e+00, -5.257195800675940e+03, 2.930728989615025e-02
109, 3.718721170932620e-02, 4.028207207053303e-03, 8.320490445188337e-01, 6.287524265885082e-03, 8.394220886905234e-13, 0.000000000000000e+00, 0.000000000000000e+00, -4.059288447908991e+03, 4.501736820073528e-02
110, 3.743588019775574e-02, 4.044250335339080e-03, 8.134923545990160e-01, 6.147297389915934e-03, 8.213365179705875e-13, 0.000000000000000e+00, 0.000000000000000e+00, -1.257465904187079e+03, 7.006802771443875e-02
111, 3.768501491438749e-02, 4.060323542863708e-03, 7.988902005323595e-01, 6.036953656411587e-03, 8.089193670815533e-13, 0.000000000000000e+00, 0.000000000000000e+00, -1.999106956688183e+02, 1.040187860494593e-01
112, 3.798457212214384e-02, 4.079649814331861e-03, 7.771593875132260e-01, 5.872740963569672e-03, 7.884446014089991e-13, 0.000000000000000e+00, 0.000000000000000e+00, 3.911900643033965e+03, 1.593945479892503e-01
113, 3.827857848705076e-02, 4.098617966906501e-03, 7.737167206564526e-01, 5.846725848785202e-03, 7.831765256371142e-13, 0.000000000000000e+00, 0.000000000000000e+00, 2.567278541452028e+03, 2.234766662702674e-01
114, 3.852733180643538e-02, 4.114666568157121e-03, 7.640128021178170e-01, 5.773396489554454e-03, 7.709355281154579e-13, 0.000000000000000e+00, 0.000000000000000e+00, 4.138786397117645e+03, 3.128032089878985e-01
115, 3.877600029486399e-02, 4.130709696442837e-03, 7.543731998205618e-01, 5.700553147259283e-03, 7.602273888432866e-13, 0.000000000000000e+00, 0.000000000000000e+00, 5.352907707570444e+03, 4.246014415842144e-01
116, 3.902466878329259e-02, 4.146752824728554e-03, 7.455166844457377e-01, 5.633627338381798e-03, 7.511243165273008e-13, 0.000000000000000e+00, 0.000000000000000e+00, 5.741861857557301e+03, 5.515657508322124e-01
117, 3.927333727172188e-02, 4.162795953014315e-03, 7.102989488274003e-01, 5.367498353860513e-03, 7.155579465648240e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.420462297394443e+04, 8.386840758923871e-01
118, 3.955810584082566e-02, 4.181168118762946e-03, 7.083839790201517e-01, 5.353027549267167e-03, 7.168486142303428e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.302152620314833e+04, 1.060558836113010e+00
119, 3.986561699708331e-02, 4.201007548198923e-03, 7.069109102322036e-01, 5.341896047093405e-03, 7.136783176970826e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.171176363684932e+04, 1.357304777880829e+00
120, 4.011612039202887e-02, 4.217169057550249e-03, 6.966264730325263e-01, 5.264179896975993e-03, 6.988591902048068e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.281893790469378e+04, 1.734355197065790e+00
121, 4.036478888045759e-02, 4.233212185835973e-03, 7.035070539814057e-01, 5.316174211448971e-03, 7.073928672230800e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.143569185697515e+04, 2.032499705907533e+00
122, 4.061345736888618e-02, 4.249255314121688e-03, 6.971396663946090e-01, 5.268057932455357e-03, 7.010486414283405e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.165399522177248e+04, 2.533143983505720e+00
123, 4.086212585731475e-02, 4.265298442407403e-03, 6.774842859839078e-01, 5.119528609453008e-03, 6.809054494602677e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.509248826183709e+04, 3.307733316728634e+00
124, 4.113445171015735e-02, 4.282867852268216e-03, 6.692544812085872e-01, 5.057338648932011e-03, 6.743984417555887e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.619301310262231e+04, 4.119401815690941e+00
125, 4.145030368599037e-02, 4.303245399096153e-03, 6.749920245353084e-01, 5.100695399509995e-03, 6.816583100079688e-13, 0.000000000000000e+00, 0.000000000000000e+00, 1.469973903984024e+04, 4.806209765697624e+00
